Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
52.4205453,16.8274877;Port Lotniczy Poznań-Ławica im. Henryka Wieniawskiego;Poznań-Ławica Airport;;POZ;EPPO;pl:Port lotniczy Poznań-Ławica;Q1361639;;;Poznań Ławica Airport Ltd. / Polish Air Force;;https://www.openstreetmap.org/edit?node=342024881;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""94"", ""name:de"": ""Poznan-Lawica Airport"", ""name:pl"": ""Lotnisko Pozna\u0144-\u0141awica"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u043e\u0437\u043d\u0430\u043d\u044c-\u041b\u0430\u0432\u0438\u0446\u0430"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u043e\u0437\u043d\u0430\u043d\u044c-\u041b\u0430\u0432\u0438\u0446\u044f \u0456\u043c\u0435\u043d\u0456 \u0413\u0435\u043d\u0440\u0438\u043a\u0430 \u0412\u0435\u043d\u044f\u0432\u0441\u044c\u043a\u043e\u0433\u043e"", ""official_name"": ""Port Lotniczy Pozna\u0144-\u0141awica"", ""ref"": ""POZ"", ""url"": ""https://youtu.be/ejeFNGdHsnY""}";Poland;PL
45.7850178,3.172936;Aéroport de Clermont-Ferrand Auvergne;Clermont-Ferrand Auvergne Airport;Aéroport de Clermont-Ferrand Auvergne;CFE;LFLC;fr:Aéroport de Clermont-Ferrand-Auvergne;Q1431123;;;;;https://www.openstreetmap.org/edit?node=345333210;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""operator:type"": ""public""}";France;FR
37.4176216,-5.8949838;Aeropuerto internacional de Sevilla - San Pablo;;;SVQ;LEZL;en:Seville Airport;Q1344758;https://www.aena.es/en/sevilla.html;;AENA;;https://www.openstreetmap.org/edit?node=352690279;Gagravarr_Airports;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeropuerto de Sevilla - San Pablo"", ""closest_town"": ""Sevilla"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Aena"", ""name:ko"": ""\uc138\ube44\uc57c \uacf5\ud56d"", ""ref"": ""SVQ"", ""type"": ""civil""}";Spain;ES
46.237796,6.1086227;Aéroport international de Genève;Geneva International Airport;Aéroport international de Genève;GVA;LSGG;fr:Aéroport international de Genève;Q289972;;;;;https://www.openstreetmap.org/edit?node=364428030;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Geneva"", ""ele"": ""430"", ""passengers"": ""13000000""}";Switzerland;CH
43.6597926,7.2150735;Aéroport de Nice-Côte d'Azur;Nice Côte d'Azur Airport;Aéroport de Nice-Côte d'Azur;NCE;LFMN;fr:Aéroport de Nice-Côte d'Azur;Q821557;;;;;https://www.openstreetmap.org/edit?node=365180154;;"{""addr:city"": ""Nice"", ""addr:postcode"": ""06206"", ""addr:street"": ""Rue Costes et Bellonte"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""name:ca"": ""Aeroport de Ni\u00e7a-Costa Blava"", ""name:de"": ""Flughafen Nizza"", ""name:es"": ""Aeropuerto Internacional Niza Costa Azul"", ""name:et"": ""Nice'i C\u00f4te d'Azuri lennujaam"", ""name:eu"": ""Niza C\u00f4te d'Azur aireportua"", ""name:fi"": ""C\u00f4te d\u2019Azurin kansainv\u00e4linen lentoasema"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05e0\u05d9\u05e1 \u05e7\u05d5\u05d8 \u05d3'\u05d0\u05d6\u05d5\u05e8"", ""name:id"": ""Bandar Udara Internasional C\u00f4te d'Azur"", ""name:it"": ""Aeroporto di Nizza Costa Azzurra"", ""name:ja"": ""\u30b3\u30fc\u30c8\u30fb\u30c0\u30b8\u30e5\u30fc\u30eb\u7a7a\u6e2f"", ""name:ko"": ""\ub2c8\uc2a4 \ucf54\ud2b8\ub2e4\uc950\ub974 \uacf5\ud56d"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041d\u0438\u0446\u0430 \u0410\u0437\u0443\u0440\u0435\u043d \u0411\u0440\u0435\u0433"", ""name:no"": ""C\u00f4te d'Azur internasjonale lufthavn"", ""name:pl"": ""Port lotniczy Nicea-Lazurowe Wybrze\u017ce"", ""name:sk"": ""Letisko Nice C\u00f4te d'Azur"", ""name:uk"": ""\u041d\u0456\u0446\u0446\u0430-\u041b\u0430\u0437\u0443\u0440\u043d\u0438\u0439 \u0411\u0435\u0440\u0435\u0433"", ""name:vi"": ""S\u00e2n bay Nice - C\u00f4te d'Azur"", ""name:zh"": ""\u5c3c\u65af\u84dd\u8272\u6d77\u5cb8\u673a\u573a""}";France;FR
19.2691645,-69.7370337;Aeropuerto Internacional El Catey;;;AZS;MDCY;en:Samaná El Catey International Airport;Q1262548;;;;;https://www.openstreetmap.org/edit?node=367189021;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ref"": ""AZS""}";Dominican Republic;DO
5.3564719,162.9584183;Kosrae International Airport;;;KSA;PTSA;en:Kosrae International Airport;Q598642;;;Kosrae State;;https://www.openstreetmap.org/edit?node=371067996;Wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""faa"": ""TTK"", ""operator:type"": ""public""}";;
-10.4501526,105.6903977;Christmas Island Airport;;;XCH;YPXM;en:Christmas Island Airport;Q1035011;;;Toll Remote Logistics;;https://www.openstreetmap.org/edit?node=371564248;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Christmas Island"", ""ele"": ""279"", ""passengers"": ""30000"", ""source:passengers"": ""wikipedia""}";Australia;AU
44.1001724,15.3444247;Zračna luka Zadar;Zadar Airport;;ZAD;LDZD;hr:Zračna luka Zadar;Q155359;https://www.zadar-airport.hr/;;;;https://www.openstreetmap.org/edit?node=372828272;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome""}";Croatia;HR
39.9493498,41.172697;Erzurum Havaalanı;Erzurum Airport;;ERZ;LTCE;en:Erzurum Airport;Q1431265;;;;;https://www.openstreetmap.org/edit?node=383226837;Wikipedia (tr);"{""aerodrome"": ""international"", ""aerodrome:type"": ""public/military"", ""aeroway"": ""aerodrome"", ""geonames:id"": ""6299763"", ""is_in"": ""Turkey, Erzurum"", ""ref"": ""ERZ""}";Turkey;TR
28.030506,-17.2144438;Aeropuerto de La Gomera;La Gomera Airport;Aérodrome de La Gomera;GMZ;GCGM;es:Aeropuerto de La Gomera;Q604275;;;;;https://www.openstreetmap.org/edit?node=384872975;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""218"", ""name:de"": ""Flughafen La Gomera"", ""name:pl"": ""Port lotniczy La Gomera""}";Spain;ES
-12.0217855,-77.1117833;Aeropuerto Internacional Jorge Chávez;Jorge Chávez International Airport;;LIM;SPJC;en:Jorge Chávez International Airport;Q1142219;https://www.lima-airport.com;;Lima Airport Partners;;https://www.openstreetmap.org/edit?node=386718213;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Lima International Airport;Jorge Chavez Intl"", ""ele"": ""34"", ""international_flights"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""name:es"": ""Aeropuerto Internacional Jorge Ch\u00e1vez"", ""name:zh"": ""\u8c6a\u5c14\u8d6b\u00b7\u67e5\u97e6\u65af\u56fd\u9645\u673a\u573a"", ""old_icao"": ""SPIM"", ""owner"": ""Lima Airport Partners"", ""wheelchair"": ""yes""}";Peru;PE
49.6263875,6.2114078;Aéroport de Luxembourg;Luxembourg Airport;Aéroport de Luxembourg;LUX;ELLX;en:Luxembourg Airport;Q872186;https://www.lux-airport.lu/;+352 2464 0;Société de l'Aéroport de Luxembourg S.A.;;https://www.openstreetmap.org/edit?node=389958279;;"{""IFR"": ""yes"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""name:de"": ""Flughafen Luxemburg"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0644\u0648\u06a9\u0632\u0627\u0645\u0628\u0648\u0631\u06af"", ""name:lb"": ""Fluchhafe L\u00ebtzebuerg"", ""name:lt"": ""Liuksemburgo oro uostas"", ""name:pl"": ""Port Lotniczy Luksemburg"", ""name:zh"": ""\u5362\u68ee\u5821\u673a\u573a"", ""passengers"": ""3022918"", ""place"": ""locality""}";Luxembourg;LU
31.9185017,119.7751691;常州奔牛国际机场;Changzhou Benniu International Airport;;CZX;ZSCG;;Q1837451;;;;;https://www.openstreetmap.org/edit?node=415288106;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";People's Republic of China;CN
60.3218519,24.9440881;Helsinki-Vantaan lentoasema;Helsinki Airport;;HEL;EFHK;en:Helsinki Airport;Q215327;http://www.helsinkiairport.fi/;;Finavia;;https://www.openstreetmap.org/edit?node=425291777;;"{""TEN-T"": ""core"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Lentokentt\u00e4"", ""ele"": ""55"", ""int_name"": ""Helsinki Airport"", ""is_in"": ""Vantaa"", ""loc_name"": ""Lentoasema"", ""loc_name:en"": ""Airport"", ""loc_name:sv"": ""Flygplats"", ""name:de"": ""Flughafen Helsinki"", ""name:fi"": ""Helsinki-Vantaan lentoasema"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0425\u0435\u0301\u043b\u044c\u0441\u0438\u043d\u043a\u0438"", ""name:sv"": ""Helsingfors-Vanda flygplats"", ""note"": ""Primary international aerodrome"", ""ref"": ""HEL"", ""short_name"": ""Helsinki-Vantaa"", ""short_name:sv"": ""Helsingfors-Vanda""}";Finland;FI
60.1978165,11.0991856;Oslo lufthavn, Gardermoen;Oslo Airport, Gardermoen;;OSL;ENGM;en:Oslo Airport, Gardermoen;Q210559;https://avinor.no/flyplass/oslo/;;Oslo Lufthavn AS;;https://www.openstreetmap.org/edit?node=425295012;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Oslo"", ""ele"": ""208"", ""name:no"": ""Oslo lufthavn, Gardermoen"", ""name_1"": ""Oslo Airport, Gardermoen"", ""name_2"": ""Oslo Lufthavn Gardermoen"", ""name_3"": ""Gardermoen Air Station"", ""passengers"": ""24269152"", ""wheelchair"": ""yes""}";Norway;NO
31.19765,121.3342185;上海虹桥国际机场;Shanghai Hongqiao International Airport;Aéroport international de Shanghai Hongqiao;SHA;ZSSS;zh:上海虹桥国际机场;Q421811;;;上海虹桥集团;;https://www.openstreetmap.org/edit?node=428121878;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""is_in"": ""Shanghai"", ""name:ca"": ""Aeroport Internacional de Xangai-Hongqiao"", ""name:da"": ""Shanghai Hongqiao Airport"", ""name:de"": ""Flughafen Shanghai Hongqiao"", ""name:es"": ""Aeropuerto Internacional Hongqiao"", ""name:eu"": ""Shanghai Hongqiao nazioarteko aireportua"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0634\u0627\u0646\u06af\u0647\u0627\u06cc \u0647\u0646\u06af\u0642\u06cc\u0648"", ""name:fi"": ""Shanghai Hongqiaon kansainv\u00e4linen lentoasema"", ""name:id"": ""Bandar Udara Internasional Hongqiao Shanghai"", ""name:it"": ""Aeroporto Internazionale di Shanghai-Hongqiao"", ""name:ja"": ""\u4e0a\u6d77\u8679\u6a4b\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\uc0c1\ud558\uc774 \ud6d9\ucc28\uc624 \uad6d\uc81c\uacf5\ud56d"", ""name:ms"": ""Lapangan Terbang Hongqiao"", ""name:my"": ""\u101b\u103e\u1014\u103a\u101f\u102d\u102f\u1004\u103a\u1038 \u101f\u102f\u1014\u103a\u1001\u103b\u1031\u102c\u1004\u103a \u1021\u1015\u103c\u100a\u103a\u1015\u103c\u100a\u103a\u1006\u102d\u102f\u1004\u103a\u101b\u102c \u101c\u1031\u1006\u102d\u1015\u103a"", ""name:nl"": ""Luchthaven Shanghai Hongqiao"", ""name:no"": ""Shanghai Hongqiao internasjonale lufthavn"", ""name:pl"": ""Port lotniczy Szanghaj-Hongqiao"", ""name:pt"": ""Aeroporto Internacional de Xangai Hongqiao"", ""name:ru"": ""\u0428\u0430\u043d\u0445\u0430\u0439 \u0425\u0443\u043d\u0446\u044f\u043e (\u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442)"", ""name:sv"": ""Shanghai Hongqiao International Airport"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf H\u1ed3ng Ki\u1ec1u Th\u01b0\u1ee3ng H\u1ea3i"", ""name:zh"": ""\u4e0a\u6d77\u8679\u6865\u56fd\u9645\u673a\u573a"", ""name:zh_pinyin"": ""Sh\u00e0ngh\u01cei H\u00f3ngqi\u00e1o Gu\u00f3j\u00ec J\u012bch\u00e1ng"", ""name_1"": ""\u8679\u6865\u673a\u573a"", ""operator:en"": ""Shanghai Airport Authority"", ""type"": ""public""}";People's Republic of China;CN
38.2892742,27.1596018;Izmir Adnan Menderes Airport;Adnan Menderes Airport;;ADB;LTBJ;en:Adnan Menderes Airport;Q504382;http://www.adnanmenderesairport.com/izmiren/index.php;;TAV Turkish Government Airport Management;;https://www.openstreetmap.org/edit?node=440701548;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""city_served"": ""\u0130zmir"", ""ele"": ""126"", ""geonames:id"": ""6299750"", ""is_in"": ""Turkey, \u0130zmir"", ""name:tr"": ""Adnan Menderes Havaliman\u0131"", ""name:wikipedia"": ""en:Adnan Menderes"", ""name_2"": ""Adnan Menderes International"", ""operator:wikipedia"": ""en:General Directorate of State Airports Authority"", ""wikimedia_commons"": ""Category:Adnan Menderes Airport""}";Turkey;TR
41.6370098,123.486593;沈阳桃仙国际机场;Shenyang Taoxian International Airport;;SHE;ZYTX;;Q1144167;;;;机场;https://www.openstreetmap.org/edit?node=444273995;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:ja"": ""\u700b\u967d\u6843\u4ed9\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\uc120\uc591 \ud0c0\uc624\uc174 \uad6d\uc81c\uacf5\ud56d"", ""name:ru"": ""\u0428\u044d\u043d\u044c\u044f\u043d\u0441\u043a\u0438\u0439 \u043c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0430\u043e\u0441\u044f\u043d\u044c"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf \u0110\u00e0o Ti\u00ean Th\u1ea9m D\u01b0\u01a1ng"", ""ref"": ""SHE""}";People's Republic of China;CN
13.4901039,2.1843727;Aéroport International Diori Hamani;Diori Hamani International Airport;;NIM;DRRN;en:Diori Hamani International Airport;Q905933;;;;;https://www.openstreetmap.org/edit?node=446816207;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Niamey"", ""ele"": ""223"", ""is_in:iso_3166_2"": ""NE-8"", ""landuse"": ""military"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062f\u064a\u0648\u0631\u064a \u062d\u0645\u0627\u0646\u064a \u0627\u0644\u062f\u0648\u0644\u064a""}";Niger;NE
-35.303303,149.192362;Canberra Airport;Canberra Airport;Aéroport de Canberra;CBR;YSCB;en:Canberra International Airport;;https://www.canberraairport.com.au/;;Capital Airport Group Pty Ltd;;https://www.openstreetmap.org/edit?node=456858759;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Canberra International Airport"", ""closest_town"": ""Canberra, Australian Capital Territory"", ""ele"": ""575"", ""name:id"": ""Bandar Udara Canberra"", ""name:ja"": ""\u30ad\u30e3\u30f3\u30d9\u30e9\u56fd\u969b\u7a7a\u6e2f"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0433\u043e\u0440\u043e\u0434\u0430 \u041a\u0430\u043d\u0431\u0435\u0440\u0440\u0430"", ""name:vi"": ""S\u00e2n bay Canberra"", ""name:zh"": ""\u574e\u57f9\u62c9\u673a\u573a"", ""passengers"": ""3200000"", ""source:passengers"": ""wikipedia""}";Australia;AU
22.6087338,108.1753202;南宁吴圩国际机场;Nanning Wuxu International Airport;;NNG;ZGNN;zh:南宁吴圩国际机场;Q3238350;;;;;https://www.openstreetmap.org/edit?node=467430783;;"{""addr:city"": ""\u5357\u5b81\u5e02"", ""addr:postcode"": ""530048"", ""addr:province"": ""\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:vi"": ""S\u00e2n bay Qu\u1ed1c t\u1ebf Ng\u00f4 Kh\u01b0 Nam Ninh"", ""name:zh"": ""\u5357\u5b81\u5434\u5729\u56fd\u9645\u673a\u573a""}";People's Republic of China;CN
18.287416,109.4622242;三亚直升机场;;;;;zh:三亚航空站;Q97301157;;;;;https://www.openstreetmap.org/edit?node=469039710;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""landuse"": ""military"", ""military"": ""airfield""}";People's Republic of China;CN
-42.8366507,147.512362;Hobart Airport;Hobart Airport;;HBA;YMHB;en:Hobart Airport;Q15498;https://hobartairport.com.au/;+61 3 6216 1600;Hobart Airport Pty Ltd;;https://www.openstreetmap.org/edit?node=470102257;;"{""addr:housenumber"": ""6"", ""addr:postcode"": ""7170"", ""addr:state"": ""TAS"", ""addr:street"": ""Hinkler Road"", ""addr:suburb"": ""Cambridge"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""area"": ""yes"", ""closest_town"": ""Hobart, Tasmania"", ""ele"": ""4"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""operator:type"": ""public"", ""owner"": ""Queensland Investment Corporation;Schiphol Group;Tasplan"", ""passengers"": ""1900000""}";Australia;AU
24.9562792,46.708741;مطار الملك خالد الدولي;King Khalid International Airport;King Khalid International;RUH;OERK;;Q47157;;;General Authority of Civil Aviation;This airport consists of 5 passenger terminals (only three of which are in use), with eight aero-bridges each, a mosque, covered and uncovered car parking for 11,600 vehicles, an additional Royal Terminal (for the kingdom's guests, government heads.;https://www.openstreetmap.org/edit?node=471667957;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""625"", ""int_name"": ""King Khalid International,OERK,RUH, King Khalid International"", ""internet_access"": ""wlan"", ""jpoi_id"": ""100054"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0645\u0644\u0643 \u062e\u0627\u0644\u062f \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b kr\u00e1le Ch\u00e1lida"", ""name:de"": ""King Khalid International"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05e8\u05d9\u05d0\u05d3 \u05d4\u05de\u05dc\u05da \u05d7'\u05d0\u05dc\u05d3"", ""name:hi"": ""\u0915\u093f\u0902\u0917 \u0916\u093e\u0932\u093f\u0926 \u0905\u0902\u0924\u0930\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0939\u0935\u093e\u0908 \u0905\u0921\u094d\u0921\u093e"", ""type"": ""public"", ""wikipedia:en"": ""King_Khalid_International_Airport""}";Saudi Arabia;SA
-6.9695328,110.371765;Bandar Udara Ahmad Yani;Ahmad Yani Airport;;SRG;WARS;id:Bandar Udara Internasional Ahmad Yani;Q1457975;;+62 024 7608735;PT Angkasa Pura;;https://www.openstreetmap.org/edit?node=476132440;HOT_InAWARESurvey_2018;"{""addr:city"": ""Semarang"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""fax"": ""+62 024 7603506""}";;
22.1495338,-80.4136802;Aeropuerto Jaime González;Jaime González Airport;;CFG;MUCF;en:Jaime González Airport;;;;ECASA;;https://www.openstreetmap.org/edit?node=480305433;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Jaime Gonz\u00e1lez Airport"", ""closest_town"": ""Cienfuegos"", ""ele"": ""31"", ""name:es"": ""Aeropuerto Jaime Gonz\u00e1lez"", ""type"": ""public""}";Cuba;CU
-10.1721251,123.6739849;Bandar Udara Internasional El Tari;El Tari Airport;;KOE;WATT;id:Bandar Udara Internasional El Tari;Q571612;;;PT. Angkasa Pura I;;https://www.openstreetmap.org/edit?node=497837854;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""103"", ""short_name"": ""Bandara El Tari""}";;
-27.387467,153.1154227;Brisbane Airport;;;BNE;YBBN;en:Brisbane Airport;Q45523;;;Brisbane Airport Corporation Pty Limited;;https://www.openstreetmap.org/edit?node=502846862;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name:ko"": ""\ube0c\ub9ac\uc988\ubc88 \uacf5\ud56d"", ""contact:website"": ""http://www.bne.com.au/"", ""ele"": ""4"", ""name:ko"": ""\ube0c\ub9ac\uc988\ubc88 \uad6d\uc81c\uacf5\ud56d"", ""name:vi"": ""S\u00e2n bay Qu\u1ed1c t\u1ebf Brisbane"", ""name:zh"": ""\u5e03\u91cc\u65af\u73ed\u673a\u573a"", ""passengers"": ""21000000"", ""ref"": ""BNE"", ""source:passengers"": ""wikipedia""}";Australia;AU
69.6819895,18.9166194;Tromsø lufthavn, Langnes;Tromsø Airport, Langnes;;TOS;ENTC;no:Tromsø lufthavn, Langnes;Q2413018;https://avinor.no/en/airport/tromso;;Avinor;;https://www.openstreetmap.org/edit?node=507205096;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""10"", ""name:no"": ""Troms\u00f8 lufthavn, Langnes""}";;
14.5837394,-90.5273645;Aeropuerto Internacional La Aurora;La Aurora International Airport;;GUA;MGGT;es:Aeropuerto Internacional La Aurora;Q765608;;;;;https://www.openstreetmap.org/edit?node=508656672;Gagravarr_Airports;"{""addr:city"": ""Guatemala City"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""La Aurora"", ""ele"": ""1509"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""is_in"": ""Guatemala City,Guatemala"", ""is_in:iso_3166_2"": ""GT-GU"", ""name:de"": ""Flughafen Guatemala-Stadt"", ""passengers"": ""2216915""}";Guatemala;GT
43.8182468,20.585926;Аеродром Морава;Morava Airport;;KVO;LYKV;sr:Аеродром Морава;Q3497747;;;Аеродроми Србије д.о.о.;;https://www.openstreetmap.org/edit?node=512549825;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""209"", ""int_name"": ""Aerodrom Morava"", ""name:sr"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041c\u043e\u0440\u0430\u0432\u0430"", ""name:sr-Latn"": ""Aerodrom Morava""}";Serbia;RS
24.9637995,91.8625004;এম এ জি ওসমানী আন্তর্জাতিক বিমানবন্দর;M.A.G. Osmani International Airport;;ZYL;VGSY;bn:ওসমানী আন্তর্জাতিক বিমানবন্দর;;;;বাংলাদেশ বেসামরিক বিমান চলাচল কর্তৃপক্ষ;;https://www.openstreetmap.org/edit?node=519013184;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Sylhet"", ""ele"": ""15"", ""name:bn"": ""\u098f\u09ae \u098f \u099c\u09bf \u0993\u09b8\u09ae\u09be\u09a8\u09c0 \u0986\u09a8\u09cd\u09a4\u09b0\u09cd\u099c\u09be\u09a4\u09bf\u0995 \u09ac\u09bf\u09ae\u09be\u09a8\u09ac\u09a8\u09cd\u09a6\u09b0"", ""operator:en"": ""Civil Aviation Authority of Bangladesh""}";Bangladesh;BD
2.2611608,98.9840202;Bandar Udara Internasional Sisingamangaraja XII;Sisingamangaraja XII International Airport;;DTB;WIMN;id:Bandar Udara Internasional Silangit;Q1592053;https://silangit-airport.co.id;+62 633 41921;PT Angkasa Pura II;;https://www.openstreetmap.org/edit?node=536586590;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1416"", ""fax"": ""+62 0633 41921"", ""int_name"": ""Sisingamangaraja XII International Airport"", ""old_name"": ""Bandar Udara Internasional Silangit""}";;
65.2827725,-14.4017179;Egilsstaðaflugvöllur;Egilsstaðir Airport;;EGS;BIEG;is:Egilsstaðaflugvöllur;Q974363;;;Civil Government;;https://www.openstreetmap.org/edit?node=564062245;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Egilssta\u00f0ir"", ""ele"": ""23"", ""name:is"": ""Egilssta\u00f0aflugv\u00f6llur"", ""ref"": ""EGS""}";Iceland;IS
-7.5163471,110.7608048;Bandar Udara Adi Sumarmo;Adi Sumarmo Airport;;SOC;WARQ;id:Bandar Udara Internasional Adi Sumarmo;Q283970;;+62 0271 780715;Angkasa Pura 1;;https://www.openstreetmap.org/edit?node=567855358;wikipedia;"{""addr:city"": ""Boyolali"", ""addr:postcode"": ""57108"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Surakarta"", ""ele"": ""128"", ""fax"": ""+62 0271 780058"", ""layer"": ""2"", ""name:id"": ""Bandar Udara Internasional Adi Sumarmo"", ""name:ja"": ""\u30a2\u30c7\u30a3\u30b9\u30de\u30eb\u30e2\u56fd\u969b\u7a7a\u6e2f"", ""name:zh"": ""\u68ad\u7f85\u570b\u969b\u6a5f\u5834""}";;
-2.5883386,-44.2361592;Aeroporto Internacional Marechal Cunha Machado;Marechal Cunha Machado International Airport;;SLZ;SBSL;pt:Aeroporto Internacional de São Luís;Q587801;;;Infraero;;https://www.openstreetmap.org/edit?node=575328853;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""S\u00e3o Lu\u00eds, Maranh\u00e3o"", ""ele"": ""54"", ""passengers"": ""1815909""}";Brazil;BR
